,COLUMN_ID,ROW_ID,LABEL
165,11,6,
166,11,7,
167,11,8,
168,11,9,1.0
169,11,10,
170,11,11,
171,11,12,
172,11,13,
173,11,14,
174,11,15,
175,11,16,
176,12,1,
177,12,2,1.0
178,12,3,1.0
179,12,4,1.0
180,12,5,1.0
181,12,6,1.0
182,12,7,
183,12,8,
184,12,9,
185,12,10,
186,12,11,1.0
187,12,12,1.0
188,12,13,1.0
189,12,14,
190,12,15,
191,12,16,1.0
192,13,1,1.0
193,13,2,
194,13,3,
195,13,4,
196,13,5,
197,13,6,
198,13,7,
199,13,8,
200,13,9,
201,13,10,
202,13,11,
203,13,12,
204,13,13,
205,13,14,
206,13,15,
207,13,16,
208,14,1,
209,14,2,1.0
210,14,3,1.0
211,14,4,
212,14,5,
213,14,6,1.0
214,14,7,
215,14,8,
216,14,9,1.0
217,14,10,1.0
218,14,11,1.0
219,14,12,1.0
220,14,13,
221,14,14,
222,14,15,
223,14,16,1.0
224,15,1,1.0
225,15,2,
226,15,3,
227,15,4,
228,15,5,
229,15,6,
230,15,7,
231,15,8,
232,15,9,
233,15,10,
234,15,11,
235,15,12,
236,15,13,
237,15,14,
238,15,15,
239,15,16,
240,16,1,
241,16,2,1.0
242,16,3,1.0
243,16,4,1.0
244,16,5,
245,16,6,
246,16,7,1.0
247,16,8,
248,16,9,
249,16,10,
250,16,11,1.0
251,16,12,
252,16,13,
253,16,14,1.0
254,16,15,1.0
255,16,16,1.0
256,17,1,1.0
257,17,2,
258,17,3,
259,17,4,
260,17,5,
261,17,6,
262,17,7,
263,17,8,
264,17,9,
265,17,10,
266,17,11,
267,17,12,
268,17,13,
269,17,14,
270,17,15,
271,17,16,
272,18,1,
273,18,2,
274,18,3,
275,18,4,1.0
276,18,5,1.0
277,18,6,
278,18,7,1.0
279,18,8,
280,18,9,
281,18,10,1.0
282,18,11,1.0
283,18,12,
284,18,13,
285,18,14,
286,18,15,1.0
287,18,16,1.0
288,19,1,
289,19,2,
290,19,3,
291,19,4,
292,19,5,
293,19,6,
294,19,7,
295,19,8,
296,19,9,
297,19,10,
298,19,11,
299,19,12,
300,19,13,
301,19,14,
302,19,15,
303,19,16,
304,20,1,
305,20,2,1.0
306,20,3,
307,20,4,1.0
308,20,5,
309,20,6,1.0
310,20,7,1.0
311,20,8,
312,20,9,1.0
313,20,10,1.0
314,20,11,
315,20,12,1.0
316,20,13,1.0
317,20,14,1.0
318,20,15,1.0
319,20,16,
320,21,1,
321,21,2,1.0
322,21,3,
323,21,4,
324,21,5,
325,21,6,
326,21,7,
327,21,8,
328,21,9,
329,21,10,
330,21,11,
331,21,12,
332,21,13,
333,21,14,
334,21,15,
335,21,16,
336,22,1,
337,22,2,1.0
338,22,3,1.0
339,22,4,1.0
340,22,5,
341,22,6,1.0
342,22,7,
343,22,8,
344,22,9,
345,22,10,
346,22,11,1.0
347,22,12,1.0
348,22,13,
349,22,14,
350,22,15,1.0
351,22,16,1.0
352,23,1,1.0
353,23,2,
354,23,3,
355,23,4,
356,23,5,
357,23,6,
358,23,7,
359,23,8,
360,23,9,
361,23,10,
362,23,11,
363,23,12,
364,23,13,
365,23,14,
366,23,15,
367,23,16,
368,24,1,
369,24,2,1.0
370,24,3,1.0
371,24,4,1.0
372,24,5,
373,24,6,1.0
374,24,7,
375,24,8,
376,24,9,1.0
377,24,10,1.0
378,24,11,
379,24,12,1.0
380,24,13,
381,24,14,1.0
382,24,15,
383,24,16,1.0
